kind,name,cat,t_start_ms,t_end_ms,dur_ms
span,wsm.wait_group_ready,wsm,114502.767394,114502.774985,0.007591
span,wsm.wait_group_ready,wsm,114794.651557,114794.655143,0.003586
span,wsm.wait_group_ready,wsm,115096.955954,115096.962509,0.006555
span,wsm.wait_group_ready,wsm,115147.475934,115147.479875,0.003941
span,wsm.wait_group_ready,wsm,115202.917754,115202.927619,0.009865
span,wsm.wait_group_ready,wsm,115495.21209,115495.215273,0.003183
span,wsm.wait_group_ready,wsm,115549.284988,115549.292543,0.007555
span,wsm.wait_group_ready,wsm,115840.922081,115840.925232,0.003151
span,wsm.wait_group_ready,wsm,115895.275558,115895.282795,0.007237
span,wsm.wait_group_ready,wsm,116191.232237,116191.235348,0.003111
span,wsm.wait_group_ready,wsm,116245.514305,116245.521439,0.007134
span,wsm.wait_group_ready,wsm,116541.554403,116541.557418,0.003015
span,wsm.wait_group_ready,wsm,116595.717234,116595.724488,0.007254
span,wsm.wait_group_ready,wsm,116887.636107,116887.638957,0.00285
span,wsm.wait_group_ready,wsm,116941.942539,116941.949776,0.007237
span,wsm.wait_group_ready,wsm,117235.007317,117235.01106,0.003743
span,wsm.wait_group_ready,wsm,117289.276046,117289.28408,0.008034
span,wsm.wait_group_ready,wsm,117583.475083,117583.478128,0.003045
span,wsm.wait_group_ready,wsm,117637.530654,117637.538287,0.007633
span,wsm.wait_group_ready,wsm,117926.837341,117926.84157,0.004229
span,wsm.wait_group_ready,wsm,117981.085015,117981.094077,0.009062
span,wsm.wait_group_ready,wsm,118277.786149,118277.789074,0.002925
span,wsm.wait_group_ready,wsm,118333.44623,118333.455365,0.009135
span,wsm.wait_group_ready,wsm,118625.174436,118625.177538,0.003102
span,wsm.wait_group_ready,wsm,118681.348994,118681.356713,0.007719
span,wsm.wait_group_ready,wsm,118976.399426,118976.403217,0.003791
span,wsm.wait_group_ready,wsm,119030.681324,119030.691116,0.009792
span,wsm.wait_group_ready,wsm,119324.770549,119324.773909,0.00336
span,wsm.wait_group_ready,wsm,119379.750572,119379.759866,0.009294
span,wsm.wait_group_ready,wsm,119674.236273,119674.239403,0.00313
span,wsm.wait_group_ready,wsm,119978.622311,119978.629444,0.007133
span,wsm.wait_group_ready,wsm,120031.201773,120031.205131,0.003358
